ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
596645691,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,A J,7/23/23,2023,7,23,956,United States,US-NC-001,North Carolina,Alamance,yard,36.0916461,-79.5000054,,,Unspecified,FALSE,FALSE,,,,,,,S145383439,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
595927361,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jacob Clark,7/20/23,2023,7,20,1957,United States,US-NC-049,North Carolina,Craven,New Bern Battlefield Park,35.0477225,-77.0158727,,,Unspecified,FALSE,FALSE,,,,,,,S145143047,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
588842311,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Eric Cameron,6/19/23,2023,6,19,635,United States,US-NC-031,North Carolina,Carteret,"7020 Sound Dr, Emerald Isle US-NC (34.6745,-77.0155)",34.674479,-77.015481,,,Unspecified,FALSE,FALSE,,,,,,,S142054281,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
586980831,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Guy McGrane,5/14/23,2023,5,14,1000,United States,US-NC-189,North Carolina,Watauga,Valle Crucis Community Park,36.2119914,-81.7757893,,,Unspecified,FALSE,FALSE,,,,,,,S137914606,,,,,,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
585959001,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Karen Lebing,6/18/23,2023,6,18,931,United States,US-NC-055,North Carolina,Dare,Alligator River NWR--Creef Cut Wildlife Trail,35.8637577,-75.8607094,Adult – 1,Call; Foraging or Eating,Unspecified,,,,,iPhone,,,,S141947302,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
583315111,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Leah McMillion,6/10/23,2023,6,10,1840,United States,US-NC-031,North Carolina,Carteret,A Beautiful View,34.672803,-76.98115,,,Unspecified,FALSE,FALSE,,,,,,,S141156001,,,,,Audio,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
580029141,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Karen Lebing,6/1/23,2023,6,1,958,United States,US-NC-055,North Carolina,Dare,Alligator River NWR--Creef Cut Wildlife Trail,35.8637577,-75.8607094,Adult – 1,Call; Foraging or Eating,Unspecified,,,,,iPhone,,,,S140113728,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
577331521,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Benjamin Filreis,5/17/23,2023,5,17,945,United States,US-NC-055,North Carolina,Dare,"229 Wax Myrtle Trail, Southern Shores US-NC 36.13080, -75.73353",36.130801,-75.733528,,,Unspecified,FALSE,FALSE,,,,,,,S138112536,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
574806061,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Seth Buddy,5/20/23,2023,5,20,710,United States,US-NC-021,North Carolina,Buncombe,"Pisgah National Forest, Candler US-NC 35.51788, -82.65221",35.517876,-82.65221,Unknown – 1,Call,Not Used,,,,,Tascam DR-100MKIII,Wildtronics Pro Mono,"Wildtronics 22"" parabola; windscreen",,S138482201,,,,GCFL flew high into an oak and called a few times.  Habitat is recently-logged shelterwood parcel bordered by a mature mixed hardwood forest.,,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
567472001,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Guy McGrane,5/5/23,2023,5,5,1500,United States,US-NC-189,North Carolina,Watauga,Boone Greenway Trail,36.2144561,-81.6465175,,,Unspecified,FALSE,FALSE,,,,,,,S136204209,,,,"Nice series of calls, especially after the recorder was reset about 10 seconds in.","Calls recorded and will be attached. Very close looks at this flycatcher from about 20 feet away, as it landed in a tree only about 10 feet from me down low. Spooked when I raised binoculars, but only flew about 10 feet higher and allowed best views I've had of this species in many years. The gray around the neck and chest area was so dark it was almost blue and the yellow below was very bright, with a hint of cinnamon brown in the wings. A stunning bird at close range and one that is most likely a migrant as they don't seem to nest anywhere close to here.",Myiarchus crinitus,grcfly,Species,17334,,4,1,,,
567377861,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,kenneth lipshy,5/5/23,2023,5,5,735,United States,US-NC-159,North Carolina,Rowan,Salisbury VA Hospital,35.6839321,-80.4885864,,,Unspecified,FALSE,FALSE,,,,,,,S136126572,,,,,,Myiarchus crinitus,grcfly,Species,17334,,5,1,,,
567377871,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,kenneth lipshy,5/5/23,2023,5,5,735,United States,US-NC-159,North Carolina,Rowan,Salisbury VA Hospital,35.6839321,-80.4885864,,,Unspecified,FALSE,FALSE,,,,,,,S136126572,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,1,,,
566346601,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,kenneth lipshy,5/3/23,2023,5,3,722,United States,US-NC-159,North Carolina,Rowan,Salisbury VA Hospital,35.6839321,-80.4885864,,,Unspecified,FALSE,FALSE,,,,,,,S135904397,,,,,,Myiarchus crinitus,grcfly,Species,17334,,5,1,,,
565452871,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Anne C,5/1/23,2023,5,1,0,United States,US-NC-021,North Carolina,Buncombe,Browntown Rd,35.6193694,-82.7236163,,,Unspecified,FALSE,FALSE,,,,,,,S135692060,,,,Only called once in this recording around 22 seconds.,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
564493281,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Karen Lebing,4/29/23,2023,4,29,721,United States,US-NC-055,North Carolina,Dare,Alligator River NWR--Possum Rd.,35.7910596,-75.9169264,Adult – 1,Call; Foraging or Eating,Unspecified,,,,,iPhone,,,,S135391683,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
562911111,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jeffrey Blalock,4/25/23,2023,4,25,1115,United States,US-NC-145,North Carolina,Person,"St Paul Church Rd, Roxboro US-NC",36.424212,-78.838115,,,Unspecified,FALSE,FALSE,,,,,,,S134980113,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
561854381,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Karen Lebing,4/23/23,2023,4,23,1719,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult – 1,,Unspecified,FALSE,FALSE,,,iPhone,,,,S134784935,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
560774671,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,4/21/23,2023,4,21,711,United States,US-NC-031,North Carolina,Carteret,"Croatan National Forest, Swansboro US-NC (34.8181,-76.7953)",34.818125,-76.795292,Adult – 1,Call,Not Used,,,,,iPhone SE,,,,S134470587,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
559407111,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Caleb Bronsink,4/18/23,2023,4,18,730,United States,US-NC-147,North Carolina,Pitt,Greenville--River Park North,35.6264831,-77.361517,,,Unspecified,FALSE,FALSE,,,,,,,S134167384,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
558993161,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Claudia Nielson,4/16/23,2023,4,16,1524,United States,US-NC-067,North Carolina,Forsyth,Tanglewood Park--Yadkin River Nature Trail,35.9980801,-80.4150724,,,Unspecified,FALSE,FALSE,,,,,,,S134024601,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.33,3,,,
558796691,Audio,Great Crested Flycatcher,Myiarchus crinitus,Buteo lineatus -- Red-shouldered Hawk; Dryocopus pileatus -- Pileated Woodpecker; Pipilo erythrophthalmus -- Eastern Towhee; Cardinalis cardinalis -- Northern Cardinal; Thryothorus ludovicianus -- Carolina Wren; Poecile carolinensis -- Carolina Chickadee; Spinus tristis -- American Goldfinch,,Jesse Haaf,4/16/23,2023,4,16,921,United States,US-NC-067,North Carolina,Forsyth,Reynolda,36.1266446,-80.2826786,,,Unspecified,FALSE,FALSE,,,,,,,S133992602,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.33,3,,,
558180451,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Chip Davis,4/15/23,2023,4,15,622,United States,US-NC-183,North Carolina,Wake,American Tobacco Trail--Olive Chapel Road Access,35.7289383,-78.9312315,,,Unspecified,FALSE,FALSE,,,,,,,S133880312,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
557317811,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,4/12/23,2023,4,12,643,United States,US-NC-031,North Carolina,Carteret,"Croatan National Forest, Newport US-NC (34.7679,-76.9443)",34.7679,-76.944335,Adult – 1,Call,Not Used,,,,,iPhone SE,,,,S133505486,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
555085671,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Katherine Thorington,4/6/23,2023,4,6,1554,United States,US-NC-125,North Carolina,Moore,Weymouth Woods Sandhills Nature Preserve--Boyd Tract,35.1670617,-79.3764031,,,Unspecified,FALSE,FALSE,,,,,,,S132904357,,,,,Herd and then recorded greep call via Merlin first call is just after 14 seconds,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
552553671,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Trenton Voytko,4/2/23,2023,4,2,735,United States,US-NC-133,North Carolina,Onslow,White Oak River Impoundment,34.7631761,-77.1503644,,,Unspecified,FALSE,FALSE,,,,,,,S132480483,,,,,"Early, by a hair.  Heard only, classic rolling ""mweep!"" calls from appropriate habitat. Responded in turn to GCFL call notes by vocalizing more aggressively.",Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
539741421,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Trenton Voytko,5/22/22,2022,5,22,1741,United States,US-NC-183,North Carolina,Wake,Apex Community Park,35.7521894,-78.8255095,,,Unspecified,FALSE,FALSE,,,,,,,S111038130,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
511228101,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Christine Stoughton Root,9/25/22,2022,9,25,725,United States,US-NC-013,North Carolina,Beaufort,"304 Paradox Point Dr, Aurora US-NC (35.2790,-76.6478)",35.279008,-76.647783,,,Unspecified,FALSE,FALSE,,,,,,,S119417939,,,,,Brief recording and sighting. Common here just a bit late leaving. Large gray bird with crest yellow bellied,Myiarchus crinitus,grcfly,Species,17334,,3,3,,,
489737241,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Luke Bennett,9/25/22,2022,9,25,1900,United States,US-NC-037,North Carolina,Chatham,Jordan Lake SRA--Ebenezer Point,35.7081198,-79.0276623,,,Unspecified,FALSE,FALSE,,,,,,,S119864392,,,,,No visual. Loud and distinct vocalization at dusk,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
487401081,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jim Gant,9/24/22,2022,9,24,1321,United States,US-NC-081,North Carolina,Guilford,Lake Brandt--Palmetto Trail,36.146536,-79.857065,,,Unspecified,FALSE,FALSE,,,,,,,S119369588,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
475941781,Audio,Great Crested Flycatcher,Myiarchus crinitus,Poecile carolinensis -- Carolina Chickadee; Corvus brachyrhynchos -- American Crow; Spinus tristis -- American Goldfinch; Cardinalis cardinalis -- Northern Cardinal; Thryothorus ludovicianus -- Carolina Wren,,A J,8/17/22,2022,8,17,634,United States,US-NC-001,North Carolina,Alamance,Mill Pointe Way dam,36.089541,-79.498054,,Call,Unspecified,,,,,,,,,S117082406,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
475941431,Audio,Great Crested Flycatcher,Myiarchus crinitus,Poecile carolinensis -- Carolina Chickadee; Corvus brachyrhynchos -- American Crow,,A J,8/17/22,2022,8,17,634,United States,US-NC-001,North Carolina,Alamance,Mill Pointe Way dam,36.089541,-79.498054,,Call,Unspecified,,,,,,,,,S117082406,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
475941121,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,A J,8/17/22,2022,8,17,634,United States,US-NC-001,North Carolina,Alamance,Mill Pointe Way dam,36.089541,-79.498054,,Call,Unspecified,,,,,,,,,S117082406,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
470853791,Audio,Great Crested Flycatcher,Myiarchus crinitus,Colinus virginianus -- Northern Bobwhite,,Cody Peters,7/7/22,2022,7,7,619,United States,US-NC-031,North Carolina,Carteret,Croatan NF--Patsy Pond Nature Trail,34.7191287,-76.9634398,,Call,Unspecified,,,,,,,,,S114576154,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
469578461,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Richard Zapfel,7/6/22,2022,7,6,1007,United States,US-NC-055,North Carolina,Dare,Nags Head Woods Ecological Preserve,35.9894485,-75.6655669,,,Unspecified,FALSE,FALSE,,,,,,,S114529228,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
456557121,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Beth OBriant,6/4/22,2022,6,4,722,United States,US-NC-053,North Carolina,Currituck,O'Briant's Bird Watch,36.495635,-76.047751,,,Unspecified,FALSE,FALSE,,,,,,,S112160975,,,,,Picked up by Merlin Sound,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
450027721,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,5/17/22,2022,5,17,752,United States,US-NC-135,North Carolina,Orange,Carolina North Forest--West,35.9357903,-79.0829773,,Call,Not Used,,,,,Samsung Galaxy S9+,,,,S110468569,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
449888651,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,5/16/22,2022,5,16,917,United States,US-NC-063,North Carolina,Durham,"NCBA MST South Of Cheek Rd,(36.041, -78.758)",36.0411393,-78.7578824,,,Unspecified,FALSE,FALSE,,,,,,,S110365524,,,,,"3 in one spot, family unit, noisy, FL",Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
448061221,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Beth OBriant,5/13/22,2022,5,13,948,United States,US-NC-053,North Carolina,Currituck,O'Briant's Bird Watch,36.495635,-76.047751,,,Unspecified,FALSE,FALSE,,,,,,,S109925911,,,,,Picked up by Merlin Sound,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
445902151,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Guy McGrane,5/8/22,2022,5,8,800,United States,US-NC-189,North Carolina,Watauga,Boone Greenway Trail,36.2144561,-81.6465175,,,Unspecified,FALSE,FALSE,,,,,,,S109390728,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
444914951,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Dale Lambert,5/6/22,2022,5,6,644,United States,US-NC-183,North Carolina,Wake,Mid Pines Rd.,35.7250538,-78.6936951,,,Unspecified,FALSE,FALSE,,,,,,,S109140196,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
443079831,Audio,Great Crested Flycatcher,Myiarchus crinitus,Vireo olivaceus -- Red-eyed Vireo; Melanerpes carolinus -- Red-bellied Woodpecker; Setophaga dominica -- Yellow-throated Warbler; Setophaga pinus -- Pine Warbler,,Kent Fiala,5/2/22,2022,5,2,705,United States,US-NC-135,North Carolina,Orange,Brumley Nature Preserve--South,36.031475,-79.05894,Adult – 1,,Not Used,,,,,Tascam DR-100MkIII ,Sennheiser ME67/K6,,,S108716088,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
441709541,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Abbie Valine,4/29/22,2022,4,29,1452,United States,US-NC-147,North Carolina,Pitt,Greenville--River Park North,35.6264831,-77.361517,,,Unspecified,FALSE,FALSE,,,,,,,S108402679,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
441249491,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Brooks Emanuel,4/27/22,2022,4,27,1809,United States,US-NC-063,North Carolina,Durham,Penny's Bend Nature Preserve,36.0732309,-78.8632075,,,Unspecified,FALSE,FALSE,,,,,,,S108251687,,,,,heard only,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
441234191,Audio,Great Crested Flycatcher,Myiarchus crinitus,Vireo griseus -- White-eyed Vireo; Corvus brachyrhynchos -- American Crow; Piranga olivacea -- Scarlet Tanager; Hylocichla mustelina -- Wood Thrush; Setophaga citrina -- Hooded Warbler; Dumetella carolinensis -- Gray Catbird; Sayornis phoebe -- Eastern Phoebe; Zenaida macroura -- Mourning Dove; Melanerpes carolinus -- Red-bellied Woodpecker; Cardinalis cardinalis -- Northern Cardinal,,Martin Wall,4/28/22,2022,4,28,722,United States,US-NC-157,North Carolina,Rockingham,Dan River Nature Trail,36.486587,-79.761015,Adult Male – 1,Call; Song,Not Used,,,,,iPhone SE,,,,S108277129,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
440609391,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jay Carroll,4/19/22,2022,4,19,754,United States,US-NC-093,North Carolina,Hoke,"233 Lycon Hill Ln, Raeford US-NC 35.03159, -79.31057",35.031594,-79.31057,,,Unspecified,FALSE,FALSE,,,,,,,S107505206,,,,,,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
440516601,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Denise Hargrove,4/25/22,2022,4,25,730,United States,US-NC-021,North Carolina,Buncombe,*25 Jazaka Ridge Ln,35.6209483,-82.4279147,,,Unspecified,FALSE,FALSE,,,,,,,S108146841,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
440461961,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Mark Kosiewski,4/24/22,2022,4,24,714,United States,US-NC-001,North Carolina,Alamance,Cane Creek Mountains Natural Area,35.9551,-79.41719,,,Unspecified,FALSE,FALSE,,,,,,,S107883454,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
439469461,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Keith Viglietta,4/24/22,2022,4,24,700,United States,US-NC-149,North Carolina,Polk,"Polk County Community Green, Mill Spring, US-NC",35.334974,-82.143309,,,Unspecified,FALSE,FALSE,,,,,,,S107927583,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
439468281,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Keith Viglietta,4/24/22,2022,4,24,700,United States,US-NC-149,North Carolina,Polk,"Polk County Community Green, Mill Spring, US-NC",35.334974,-82.143309,,,Unspecified,FALSE,FALSE,,,,,,,S107927583,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
438923121,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Keith Viglietta,4/23/22,2022,4,23,1245,United States,US-NC-149,North Carolina,Polk,"Dalton Rd, Mill Spring (private road)",35.3164263,-82.1437048,,,Unspecified,FALSE,FALSE,,,,,,,S107797893,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
435727721,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Thomas Sanders,4/15/22,2022,4,15,856,United States,US-NC-119,North Carolina,Mecklenburg,McAlpine Creek Park,35.1508807,-80.740993,,,Unspecified,FALSE,FALSE,,,,,,,S107104539,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
433247161,Audio,Great Crested Flycatcher,Myiarchus crinitus,Setophaga americana -- Northern Parula; Cardinalis cardinalis -- Northern Cardinal,,Michael Cheves,4/8/22,2022,4,8,1325,United States,US-NC-103,North Carolina,Jones,Island Creek Walk,35.0271449,-77.1363643,,,Not Used,,,,,Samsung Galaxy S21,None,None,,S106543971,,,,,"Unmistakable ""rreeep"" call and whistles heard near the creek, multiple calls, will add brief recording. Watched preening, had classic pale yellow belly, drab olive back and wing bars. A bit early FOS for me, but GCFL have already been reported this week from other coastal sites.",Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
431686531,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Evangelyn Buckland,4/3/22,2022,4,3,1537,United States,US-NC-129,North Carolina,New Hanover,"39 Sunset Ave, Wilmington US-NC 34.20580, -77.94914",34.205804,-77.949144,,,Unspecified,FALSE,FALSE,,,,,,,S106203104,,,,,Unmistakeable. Heard and seen. Large flycatcher with yellow wash underparts & large crest,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
431596361,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jeff Lewis,4/3/22,2022,4,3,655,United States,US-NC-055,North Carolina,Dare,Alligator River NWR,35.864075,-75.86201,,,Unspecified,FALSE,FALSE,,,,,,,S106170532,,,,,"Early! Heard distinct call several times and finally saw bird. Bright yellow belly, white breast and throat, brown above. Larger and brighter than Ash-throated. Recorded call.",Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
431480881,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Audrey Whitlock,4/3/22,2022,4,3,655,United States,US-NC-055,North Carolina,Dare,Alligator River NWR,35.864075,-75.86201,,,Unspecified,FALSE,FALSE,,,,,,,S106179563,,,,,"Early! Heard distinct call several times and finally saw bird. Bright yellow belly, white breast and throat, brown above. Larger and brighter than Ash-throated. Recorded call.",Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
402317031,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Dale Lambert,5/23/21,2021,5,23,533,United States,US-NC-183,North Carolina,Wake,Macedonia Lake/Speight Branch Greenway,35.748724,-78.7477255,,,Unspecified,FALSE,FALSE,,,,,,,S88842965,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
374348821,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Caleb Bronsink,10/1/21,2021,10,1,814,United States,US-NC-147,North Carolina,Pitt,Field (private),35.4404346,-77.3261551,,,Unspecified,FALSE,FALSE,,,,,,,S95421539,,,,,Bird was calling in good habitat for about three minutes. Managed to get a recording.,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
371672431,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Seth Buddy,9/22/21,2021,9,22,1523,United States,US-NC-021,North Carolina,Buncombe,Asheville School,35.5646095,-82.6238863,Unknown – 1,Call,Not Used,,,,,iPhone 12,,,,S95029820,,,,Calling from a younger mixed hardwood forest between a playing field and a riparian habitat ,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
361253651,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Aaron Edmonds,8/13/21,2021,8,13,1615,United States,US-NC-085,North Carolina,Harnett,River Field,35.3338183,-78.9342787,,,Unspecified,FALSE,FALSE,,,,,,,S93232213,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
360113611,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Matthew Campbell,6/10/21,2021,6,10,1228,United States,US-NC-019,North Carolina,Brunswick,"Ash, North Carolina, US (34.004, -78.621)",34.0040141,-78.6210167,,,Unspecified,FALSE,FALSE,,,Zoom H6,Zoom H6 stereo shotgun microphone,,,S89987747,,,,"killdeer	great-crested flycatcher ",,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
360107251,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Matthew Campbell,6/9/21,2021,6,9,1825,United States,US-NC-019,North Carolina,Brunswick,Green Swamp Preserve,34.0890613,-78.2933807,,,Unspecified,FALSE,FALSE,,,Zoom H6,Zoom H6 stereo shotgun microphone,,,S92853157,,,,"bachman's sparrow	great-crested flycatcher ",,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
355286491,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jeffrey Blalock,7/18/21,2021,7,18,715,United States,US-NC-183,North Carolina,Wake,Neuse River Trail--Abbotts Creek,35.9147972,-78.5711377,,,Unspecified,FALSE,FALSE,,,,,,,S91929975,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
352895691,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Paul Beerman,7/7/21,2021,7,7,816,United States,US-NC-067,North Carolina,Forsyth,Long Creek Park,36.19242,-80.33374,,,Unspecified,FALSE,FALSE,,,,,,,S91392664,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
351882251,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kerri Angle,7/3/21,2021,7,3,750,United States,US-NC-183,North Carolina,Wake,Lake Raleigh,35.7667941,-78.6778808,,,Unspecified,FALSE,FALSE,,,,,,,S91169517,,,,Two great crested flycatchers talking to each other high up in the tree canopy.,Happened to stumble upon two talking to each other just above me in the forest treetops along the lake trail on the west side of the lake.  The other two I spotted were from the pedestrian bridge on the opposite side of the lake (where the lake trail splits off and continues under a tunnel).,Myiarchus crinitus,grcfly,Species,17334,,5,1,,,
350972221,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,6/28/21,2021,6,28,721,United States,US-NC-093,North Carolina,Hoke,All American Trail (permanently closed 2022),35.0413445,-79.2330658,Adult – 2,Call,Not Used,,,,,Tascam DR-100MkIII,Sennheiser ME67/K6,,,S90926811,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
349781061,Audio,Great Crested Flycatcher,Myiarchus crinitus,Thryothorus ludovicianus -- Carolina Wren; Cardinalis cardinalis -- Northern Cardinal; Dryocopus pileatus -- Pileated Woodpecker; Melospiza melodia -- Song Sparrow; Corvus brachyrhynchos -- American Crow; Passerina caerulea -- Blue Grosbeak,,Martin Wall,6/20/21,2021,6,20,711,United States,US-NC-157,North Carolina,Rockingham,Mebane Bridge Rd.,36.4731334,-79.7453356,Unknown – 1,Call,Not Used,,,,,iPhone SE,,,,S90485525,,,,mechanical noise 5-6 KHz,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
348246801,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,stephen pattee,6/16/21,2021,6,16,423,United States,US-NC-031,North Carolina,Carteret,Croatan NF - Millis Savanna FSR 154,34.7438378,-76.960233,,,Unspecified,FALSE,FALSE,,,,,,,S90284485,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
347203291,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,6/1/21,2021,6,1,625,United States,US-NC-183,North Carolina,Wake,"Foxwood Drive (Beegle's yard) (35.8893402, -78.6553067)",35.8893402,-78.6553067,,,Unspecified,FALSE,FALSE,,,,,,,S89407285,,,,,,Myiarchus crinitus,grcfly,Species,17334,,5,3,,,
345250161,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,sheryl mcnair,6/4/21,2021,6,4,954,United States,US-NC-189,North Carolina,Watauga,*Moses Cone Memorial Park--Trout Lake,36.1560943,-81.6948938,,,Unspecified,FALSE,FALSE,,,,,,,S89596133,,,,,"On Flannery Fork rd, between horse pasture & 1st bridge. Closer to horse pasture. About 6 Breeps.",Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
