ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
538791051,Audio,Eastern Phoebe,Sayornis phoebe,Setophaga pinus -- Pine Warbler,,Guy McGrane,2/23/23,2023,2,23,815,United States,US-NC-193,North Carolina,Wilkes,Doc Pruitt Homeplace,36.3154709,-81.2400341,,,Unspecified,FALSE,FALSE,,,,,,,S129473246,,,,"Excellent recording of a singing phoebe, with a second phoebe chipping a little further off, Note the very obvious switching off between phee-bee and phee-bligg, a pattern that never varies in this recording.",,Sayornis phoebe,easpho,Species,17007,,4.67,3,,,
538791041,Audio,Eastern Phoebe,Sayornis phoebe,Poecile carolinensis -- Carolina Chickadee; Baeolophus bicolor -- Tufted Titmouse; Spinus tristis -- American Goldfinch,,Guy McGrane,2/23/23,2023,2,23,815,United States,US-NC-193,North Carolina,Wilkes,Doc Pruitt Homeplace,36.3154709,-81.2400341,,,Unspecified,FALSE,FALSE,,,,,,,S129473246,,,,,,Sayornis phoebe,easpho,Species,17007,,2,2,,,
537601911,Audio,Eastern Phoebe,Sayornis phoebe,,,William Everhart,2/20/23,2023,2,20,1510,United States,US-NC-035,North Carolina,Catawba,near-by lot,35.5721876,-81.017443,,,Unspecified,FALSE,FALSE,,,,,,,S128623465,,,,,,Sayornis phoebe,easpho,Species,17007,,2,2,,,
537570701,Audio,Eastern Phoebe,Sayornis phoebe,,,Karen Lebing,2/20/23,2023,2,20,913,United States,US-NC-055,North Carolina,Dare,"Sawyer Lake Rd, Manns Harbor US-NC 35.85270, -75.87983",35.852697,-75.879832,Adult – 1,Foraging or Eating; Song,Unspecified,,,,,iPhone,,,,S129114064,,,,,,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
533712701,Audio,Eastern Phoebe,Sayornis phoebe,,,Paul Sumner,2/10/23,2023,2,10,1413,United States,US-NC-081,North Carolina,Guilford,Haw River SP--Iron Ore Belt Access,36.2334535,-79.7771396,,,Unspecified,FALSE,FALSE,,,,,,,S128024112,,,,,,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
528321331,Audio,Eastern Phoebe,Sayornis phoebe,,,Karen Lebing,1/25/23,2023,1,25,804,United States,US-NC-055,North Carolina,Dare,"ARNWR, Long Curve, US-NC (35.8318,-75.8581)",35.831835,-75.858074,,Call,Unspecified,,,,,iPhone,,,,S126898431,,,,,,Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
523043061,Audio,Eastern Phoebe,Sayornis phoebe,,,Herb Elliott,1/11/23,2023,1,11,1148,United States,US-NC-021,North Carolina,Buncombe,Blue Ridge Parkway--Visitor Center,35.5656007,-82.4865717,,,Unspecified,FALSE,FALSE,,,,,,,S125938639,,,,,,Sayornis phoebe,easpho,Species,17007,,4.33,3,,,
514138271,Audio,Eastern Phoebe,Sayornis phoebe,,,sheryl mcnair,12/4/22,2022,12,4,937,United States,US-NC-137,North Carolina,Pamlico,Bent Tree/Straight/White Farm,35.0534323,-76.6839802,,,Unspecified,FALSE,FALSE,,,,,,,S123439972,,,,,,Sayornis phoebe,easpho,Species,17007,,2,3,,,
513829371,Audio,Eastern Phoebe,Sayornis phoebe,,,Seth Buddy,12/17/22,2022,12,17,818,United States,US-NC-021,North Carolina,Buncombe,"Pisgah National Forest, Candler US-NC 35.51883, -82.64665",35.51883,-82.646646,,Call,Not Used,,,,,Tascam DR-100MKIII,Wildtronics Pro Mono,"Wildtronics 22"" parabola; windscreen",,S124093400,,,,EAPH flying from shrub to sapling to tree top.  Tail flicking.,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
509220781,Audio,Eastern Phoebe,Sayornis phoebe,,,sheryl mcnair,12/1/22,2022,12,1,1025,United States,US-NC-137,North Carolina,Pamlico,Bent Tree/Straight/White Farm,35.0534323,-76.6839802,,,Unspecified,FALSE,FALSE,,,,,,,S123297812,,,,Phoebe chips interspersed with Hermit Thrush chips,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
498388671,Audio,Eastern Phoebe,Sayornis phoebe,Quiscalus quiscula -- Common Grackle; Turdus migratorius -- American Robin; Corvus brachyrhynchos -- American Crow,,LynnErla Beegle,10/24/22,2022,10,24,812,United States,US-NC-183,North Carolina,Wake,Lake Lynn,35.8820127,-78.7001324,Adult – 1,Song,Not Used,,,,,"Canon SX620 HS plus OcenAudio, -3 dB Normalization",,,,S121234247,,,,"Vocal bird, several other species in background, singing at 8:50 EDT",,Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
486388851,Audio,Eastern Phoebe,Sayornis phoebe,,,Trenton Voytko,9/21/22,2022,9,21,745,United States,US-NC-183,North Carolina,Wake,Lake Lynn,35.8820127,-78.7001324,,,Unspecified,FALSE,FALSE,,,,,,,S119142128,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
446111311,Audio,Eastern Phoebe,Sayornis phoebe,,,Sunil Thirkannad,5/5/22,2022,5,5,841,United States,US-NC-063,North Carolina,Durham,Sandy Creek Park,35.9681599,-78.9675164,,,Unspecified,FALSE,FALSE,,,,,,,S109030773,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
445182021,Audio,Eastern Phoebe,Sayornis phoebe,,,Jared Crump,5/7/22,2022,5,7,615,United States,US-NC-183,North Carolina,Wake,Mid Pines Rd.,35.7250538,-78.6936951,,,Unspecified,FALSE,FALSE,,,,,,,S109186355,,,,,,Sayornis phoebe,easpho,Species,17007,,1,2,,,
441529441,Audio,Eastern Phoebe,Sayornis phoebe,,,Mark DiGiovanni,4/29/22,2022,4,29,615,United States,US-NC-183,North Carolina,Wake,White Oak Creek Greenway--West Side,35.7772094,-78.9002037,,,Unspecified,FALSE,FALSE,,,,,,,S108356439,,,,,,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
426900521,Audio,Eastern Phoebe,Sayornis phoebe,,,Dale Lambert,3/19/22,2022,3,19,656,United States,US-NC-183,North Carolina,Wake,"Loch Lomond, Lochmere, Cary",35.7325585,-78.7743474,,,Unspecified,FALSE,FALSE,,,,,,,S105125215,,,,,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
426881261,Audio,Eastern Phoebe,Sayornis phoebe,,,Keith Viglietta,3/19/22,2022,3,19,845,United States,US-NC-149,North Carolina,Polk,Green River Game Land--Walcott Tract,35.2736052,-82.3030853,,,Unspecified,FALSE,FALSE,,,,,,,S105154561,,,,,"Phoebe flitting about in the open near the Green River Cove bridge, landing on branches and poles low to the ground repeating the single note display song while another phoebe was following it around.",Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
425536591,Audio,Eastern Phoebe,Sayornis phoebe,,,Caleb Bronsink,3/15/22,2022,3,15,1224,United States,US-NC-049,North Carolina,Craven,New Bern Battlefield Park,35.0477225,-77.0158727,,,Unspecified,FALSE,FALSE,,,,,,,S104884534,,,,,,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
424521361,Audio,Eastern Phoebe,Sayornis phoebe,,,Jared Evans,3/12/22,2022,3,12,1350,United States,US-NC-183,North Carolina,Wake,Bass Lake Park & Trail,35.6381473,-78.8083899,Adult – 1,Call,Not Used,,,,,iPhone 12,iPhone 12,Recorded on Merlin App,,S104684688,,,,,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
422903321,Audio,Eastern Phoebe,Sayornis phoebe,,,Aaron Edmonds,3/6/22,2022,3,6,1400,United States,US-NC-085,North Carolina,Harnett,River Field,35.3338183,-78.9342787,,,Unspecified,FALSE,FALSE,,,,,,,S104347767,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
418989061,Audio,Eastern Phoebe,Sayornis phoebe,,,Dale Lambert,2/22/22,2022,2,22,614,United States,US-NC-183,North Carolina,Wake,Lake Wheeler marshes,35.7022234,-78.7274137,,,Unspecified,FALSE,FALSE,,,,,,,S103520000,,,,,Singing at 6:32 a.m.,Sayornis phoebe,easpho,Species,17007,,3,2,,,
418121481,Audio,Eastern Phoebe,Sayornis phoebe,,,kenneth lipshy,2/20/22,2022,2,20,856,United States,US-NC-159,North Carolina,Rowan,"Oddie Farms Sunflower Fields area: Oddie, Stokes Ferry and fish pond Roads",35.6170138,-80.3955737,,,Unspecified,FALSE,FALSE,,,,,,,S103204000,,,,,,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
417556321,Audio,Eastern Phoebe,Sayornis phoebe,,,Robert Russo,2/18/22,2022,2,18,750,United States,US-NC-003,North Carolina,Alexander,Rocky Face Mountain Recreational Area,35.9636786,-81.1192581,,,Unspecified,FALSE,FALSE,,,,,,,S102982256,,,,,,Sayornis phoebe,easpho,Species,17007,,4,2,,,
417030661,Audio,Eastern Phoebe,Sayornis phoebe,,,Greg Hudson,2/17/22,2022,2,17,1000,United States,US-NC-139,North Carolina,Pasquotank,Fun Junktion Park,36.239467,-76.268092,Adult – 1,Call,Unspecified,,,,,,,,,S102799604,,,,20 feet away on low tree branch. ,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
414268471,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,1/5/22,2022,1,5,707,United States,US-NC-157,North Carolina,Rockingham,Mebane Bridge Rd.,36.4731334,-79.7453356,,Call,Not Used,,,,,iPhone SE,,,,S100157300,,,,,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
406555471,Audio,Eastern Phoebe,Sayornis phoebe,,,Christine Stoughton Root,12/2/21,2021,12,2,916,United States,US-NC-095,North Carolina,Hyde,Pocosin Lakes NWR--Pungo Unit (Observation Tower area),35.6932386,-76.5421343,,,Unspecified,FALSE,FALSE,,,,,,,S98358702,,,,,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
400266861,Audio,Eastern Phoebe,Sayornis phoebe,,,Aaron Edmonds,12/28/21,2021,12,28,0,United States,US-NC-085,North Carolina,Harnett,River Field,35.3338183,-78.9342787,,,Unspecified,FALSE,FALSE,,,,,,,S99667966,,,,,,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
399067491,Audio,Eastern Phoebe,Sayornis phoebe,,,Alex Cruz Jr 🦤,12/25/21,2021,12,25,1440,United States,US-NC-021,North Carolina,Buncombe,Beaver Lake Bird Sanctuary,35.633465,-82.55752,,Call,Unspecified,,,,,iPhone 11,,,,S99418136,,,,,One in Ingles parking lot and other in Fresh Market.,Sayornis phoebe,easpho,Species,17007,,2,2,,,
388377321,Audio,Eastern Phoebe,Sayornis phoebe,,,Al Hooks,11/14/21,2021,11,14,1129,United States,US-NC-055,North Carolina,Dare,"US-NC-Dare--Beechland Rd, Stumpy Point US-NC 35.73164, -75.90966",35.731636,-75.909656,Adult – 1,Call,Not Used,,,,,,,,,S97587594,,,,,,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
388125081,Audio,Eastern Phoebe,Sayornis phoebe,,,Audrey Whitlock,11/14/21,2021,11,14,1129,United States,US-NC-055,North Carolina,Dare,"US-NC-Dare--Beechland Rd, Stumpy Point US-NC 35.73164, -75.90966",35.731636,-75.909656,,,Unspecified,FALSE,FALSE,,,,,,,S97597681,,,,,,Sayornis phoebe,easpho,Species,17007,,4,2,,,
380958241,Audio,Eastern Phoebe,Sayornis phoebe,,,Joe Donahue,10/19/21,2021,10,19,749,United States,US-NC-081,North Carolina,Guilford,Guilford County Farm/Howerton Rd. (Guilford Co.),36.1376494,-79.5522702,Unknown – 1,Song,Unspecified,,,,,,,,,S96426121,,,,,,Sayornis phoebe,easpho,Species,17007,,2,2,,,
380623271,Audio,Eastern Phoebe,Sayornis phoebe,,,Laura Mae,10/18/21,2021,10,18,703,United States,US-NC-053,North Carolina,Currituck,Currituck Heritage Park,36.3739667,-75.8328187,,,Unspecified,FALSE,FALSE,,,,,,,S96320043,,,,,,Sayornis phoebe,easpho,Species,17007,,5,2,,,
379197141,Audio,Eastern Phoebe,Sayornis phoebe,,,Karen Lebing,10/14/21,2021,10,14,1040,United States,US-NC-055,North Carolina,Dare,"Buffalo City Rd, Manns Harbor US-NC 35.86118, -75.91707",35.86118,-75.917066,,Call,Unspecified,,,,,iPhone,,,,S96112942,,,,,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
379133051,Audio,Eastern Phoebe,Sayornis phoebe,,,Christine Stoughton Root,10/13/21,2021,10,13,909,United States,US-NC-137,North Carolina,Pamlico,"1042–1198 Callison Rd, Oriental US-NC 35.08330, -76.72982",35.083303,-76.72982,,,Unspecified,FALSE,FALSE,,,,,,,S96085351,,,,,Carolina Wren calling in firs media. American Crow calling in second,Sayornis phoebe,easpho,Species,17007,,2.67,3,,,
379131581,Audio,Eastern Phoebe,Sayornis phoebe,,,Christine Stoughton Root,10/13/21,2021,10,13,909,United States,US-NC-137,North Carolina,Pamlico,"1042–1198 Callison Rd, Oriental US-NC 35.08330, -76.72982",35.083303,-76.72982,,,Unspecified,FALSE,FALSE,,,,,,,S96085351,,,,,Carolina Wren calling in firs media. American Crow calling in second,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
373732521,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,9/29/21,2021,9,29,642,United States,US-NC-157,North Carolina,Rockingham,Dan River Game Land--Woodpecker Rd.,36.44376,-79.79151,Unknown – 1,Call; Song,Not Used,,,,,,,,,S95341180,,,,,,Sayornis phoebe,easpho,Species,17007,,4,2,,,
373651601,Audio,Eastern Phoebe,Sayornis phoebe,,,David Pretzsch,9/29/21,2021,9,29,916,United States,US-NC-157,North Carolina,Rockingham,Haw River SP--The Summit,36.2525622,-79.7562146,Unknown – 1,,Not Used,,,,,Google 5a Merlin app Lexis editor to trim and amplify,,,,S95354706,,,,,,Sayornis phoebe,easpho,Species,17007,,2.33,3,,,
373215081,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,9/26/21,2021,9,26,640,United States,US-NC-157,North Carolina,Rockingham,Dan River Game Land--Woodpecker Rd.,36.44376,-79.79151,Unknown – 2,Call,Not Used,,,,,iPhone SE,,,,S95199161,,,,,,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
373089001,Audio,Eastern Phoebe,Sayornis phoebe,,,Caleb Bronsink,9/27/21,2021,9,27,857,United States,US-NC-049,North Carolina,Craven,Martin Marietta Park (Former Quarry),35.135974,-77.07996,,,Unspecified,FALSE,FALSE,,,,,,,S95253619,,,,,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
372636431,Audio,Eastern Phoebe,Sayornis phoebe,,,A J,9/25/21,2021,9,25,826,United States,US-NC-001,North Carolina,Alamance,"stakeout Black-bellied Whistling-Duck, Elon (2017)",36.093861,-79.497599,,Song,Unspecified,,,,,,,,,S95134251,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
355255701,Audio,Eastern Phoebe,Sayornis phoebe,,,Caleb Bronsink,7/6/21,2021,7,6,1304,United States,US-NC-183,North Carolina,Wake,Shelley Lake,35.8597352,-78.6626673,Juvenile – 1,,Unspecified,FALSE,FALSE,,,,,,,S91355119,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
355174971,Audio,Eastern Phoebe,Sayornis phoebe,,,LynnErla Beegle,7/15/21,2021,7,15,657,United States,US-NC-183,North Carolina,Wake,"NCBA NPB,  Lake Lynn Glenharden (35.881, -78.701)",35.8814659,-78.7007001,Immature – 1,Song,Not Used,,,,,,,,,S91775478,,,,Watched this young bird singing and making experimental noises. Parents were nearby. ,RFY recorded,Sayornis phoebe,easpho,Species,17007,,3,2,,,
346317931,Audio,Eastern Phoebe,Sayornis phoebe,,,Guy McGrane,6/5/21,2021,6,5,800,United States,US-NC-189,North Carolina,Watauga,Brookshire Park--Loop and Greenway,36.2240894,-81.6426766,,,Unspecified,FALSE,FALSE,,,,,,,S89665204,,,,,,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
337831981,Audio,Eastern Phoebe,Sayornis phoebe,,,Joe Donahue,5/13/21,2021,5,13,643,United States,US-NC-135,North Carolina,Orange,Brumley Nature Preserve--North,36.03391,-79.041909,Adult – 1,Song,Unspecified,,,,,iphone8,,,,S87979797,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
337762161,Audio,Eastern Phoebe,Sayornis phoebe,Sturnus vulgaris -- European Starling; Cardinalis cardinalis -- Northern Cardinal,,Drew Beamer,4/15/21,2021,4,15,1010,United States,US-NC-119,North Carolina,Mecklenburg,Davidson College Ecological Preserve/Cross Country Trails,35.4990765,-80.8365226,,,Unspecified,FALSE,FALSE,,,,,,,S85597142,,,,,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
335253371,Audio,Eastern Phoebe,Sayornis phoebe,Thryothorus ludovicianus -- Carolina Wren,,LynnErla Beegle,5/7/21,2021,5,7,1252,United States,US-NC-183,North Carolina,Wake,"NCBA NPB,  Lake Lynn Glenharden (35.881, -78.701)",35.8814659,-78.7007001,Adult – 1; Juvenile – 2,Call,Not Used,,,,,"Nikon CoolPix S7000, MOV to WAV via Convertio.co",,,,S87339253,,,,A nest of 2 or more Eastern Phoebes (not visible) under the elevated boardwalk of Lake Lynn. The nest is over water. The parent was singing nearby. Recorded at 12:50 EDT,"Nesting Under elevated boardwalk, above water, in at least three different places. Nest with young, and two other sites where nest-building was occurring",Sayornis phoebe,easpho,Species,17007,,3,2,,,
326036381,Audio,Eastern Phoebe,Sayornis phoebe,,,Kelly Krechmer,4/13/21,2021,4,13,506,United States,US-NC-009,North Carolina,Ashe,New River SP--US221 Access,36.4735,-81.337007,,,Unspecified,FALSE,FALSE,,,,,,,S85478224,,,,,Chase,Sayornis phoebe,easpho,Species,17007,,4,2,,,
319218121,Audio,Eastern Phoebe,Sayornis phoebe,,,Kent Fiala,3/23/21,2021,3,23,823,United States,US-NC-063,North Carolina,Durham,Sandy Creek Park,35.9681599,-78.9675164,Adult Male – 1,Song,Not Used,,,,,Tascam DR-100MkIII,Sennheiser ME 67/K6,,,S83945586,,,,,,Sayornis phoebe,easpho,Species,17007,,4,2,,,
317711991,Audio,Eastern Phoebe,Sayornis phoebe,,,Lynette Spence,3/18/21,2021,3,18,806,United States,US-NC-055,North Carolina,Dare,Nags Head Woods Ecological Preserve,35.9894485,-75.6655669,,,Unspecified,FALSE,FALSE,,,,,,,S83608749,,,,,,Sayornis phoebe,easpho,Species,17007,,4.5,2,,,
315582221,Audio,Eastern Phoebe,Sayornis phoebe,,,stephen pattee,3/10/21,2021,3,10,606,United States,US-NC-141,North Carolina,Pender,Whitehall Plantation Game Land--Long Ridge Tract,34.564721,-78.190166,,,Unspecified,FALSE,FALSE,,,,,,,S83170756,,,,,,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
315359121,Audio,Eastern Phoebe,Sayornis phoebe,,,Guy McGrane,3/9/21,2021,3,9,1154,United States,US-NC-193,North Carolina,Wilkes,Doc Pruitt Homeplace,36.3154709,-81.2400341,,,Unspecified,FALSE,FALSE,,,,,,,S83081730,,,,,,Sayornis phoebe,easpho,Species,17007,,4.5,2,,,
297898441,Audio,Eastern Phoebe,Sayornis phoebe,,,Noah Rokoske,1/5/21,2021,1,5,943,United States,US-NC-063,North Carolina,Durham,Pierce Woods and Pond,35.9852,-78.9351,,,Unspecified,FALSE,FALSE,,,,,,,S78711551,,,,,,Sayornis phoebe,easpho,Species,17007,,2,2,,,
291845601,Audio,Eastern Phoebe,Sayornis phoebe,,,Noah Rokoske,12/28/20,2020,12,28,751,United States,US-NC-063,North Carolina,Durham,Flat River Waterfowl Impoundment,36.127421,-78.8321335,,,Unspecified,FALSE,FALSE,,,,,,,S78144464,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
287833931,Audio,Eastern Phoebe,Sayornis phoebe,,,Trevor Sleight,11/14/20,2020,11,14,743,United States,US-NC-013,North Carolina,Beaufort,"West Rd, Aurora",35.279796,-76.836723,,,Unspecified,FALSE,FALSE,,,,,,,S76232189,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
279203041,Audio,Eastern Phoebe,Sayornis phoebe,,,Aaron Edmonds,11/11/20,2020,11,11,0,United States,US-NC-085,North Carolina,Harnett,River Field,35.3338183,-78.9342787,,,Unspecified,FALSE,FALSE,,,,,,,S76127413,,,,,,Sayornis phoebe,easpho,Species,17007,,3,2,,,
276525611,Audio,Eastern Phoebe,Sayornis phoebe,,,Christine Stoughton Root,11/1/20,2020,11,1,826,United States,US-NC-137,North Carolina,Pamlico,Timber Point,35.1334921,-76.6919518,,,Unspecified,FALSE,FALSE,,,,,,,S75681953,,,,,,Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
272659351,Audio,Eastern Phoebe,Sayornis phoebe,,,Steven Howell,10/18/20,2020,10,18,700,United States,US-NC-031,North Carolina,Carteret,North River Farms (permission required),34.7672108,-76.5368986,,,Unspecified,FALSE,FALSE,,,,,,,S75096990,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
269258431,Audio,Eastern Phoebe,Sayornis phoebe,,,Joe Donahue,10/7/20,2020,10,7,923,United States,US-NC-081,North Carolina,Guilford,Guilford County Farm/Howerton Rd. (Guilford Co.),36.1376494,-79.5522702,,,Unspecified,FALSE,FALSE,,,,,,,S74526840,,,,,,Sayornis phoebe,easpho,Species,17007,,1.5,2,,,
268348821,Audio,Eastern Phoebe,Sayornis phoebe,Buteo lineatus -- Red-shouldered Hawk; Cyanocitta cristata -- Blue Jay,,Will Bennett,10/4/20,2020,10,4,924,United States,US-NC-063,North Carolina,Durham,Flat River Waterfowl Impoundment,36.127421,-78.8321335,,,Not Used,,,,,Olympus DS-40,,,,S74408517,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
267325481,Audio,Eastern Phoebe,Sayornis phoebe,,,Matt Lawing,10/1/20,2020,10,1,715,United States,US-NC-063,North Carolina,Durham,Sandy Creek Park,35.9681599,-78.9675164,,,Unspecified,FALSE,FALSE,,,,,,,S74270747,,,,,,Sayornis phoebe,easpho,Species,17007,,4,2,,,
265127641,Audio,Eastern Phoebe,Sayornis phoebe,,,Kent Fiala,9/23/20,2020,9,23,744,United States,US-NC-063,North Carolina,Durham,Sandy Creek Park,35.9681599,-78.9675164,Unknown – 1,,Not Used,,,,,Tascam DR-100MkIII ,Sennheiser ME 67/K6,,,S73960267,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
260877221,Audio,Eastern Phoebe,Sayornis phoebe,,,Will Bennett,4/16/20,2020,4,16,0,United States,US-NC-063,North Carolina,Durham,Rivermont Road,36.0565321,-78.969743,,Song,Not Used,,,,,Canon EOS Rebel T7i,,,,S67299537,,,,,,Sayornis phoebe,easpho,Species,17007,,4.33,3,,,
232128501,Audio,Eastern Phoebe,Sayornis phoebe,Vireo olivaceus -- Red-eyed Vireo,,Art Webster,5/3/20,2020,5,3,1430,United States,US-NC-111,North Carolina,McDowell,"Nebo, North Carolina, US (35.756, -81.975)",35.7559915,-81.9747718,Adult – 1,Call,Not Used,,,,,Samsung Galaxy S8,,,,S68348188,,,,Phoebe was calling from a perch on a branch of a shrub over Black Bear Creek in the Pisgah Game Land. A red-eyed vireo was singing and foraging in a nearby tree.,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
230073881,Audio,Eastern Phoebe,Sayornis phoebe,,,Seth Buddy,5/3/20,2020,5,3,659,United States,US-NC-021,North Carolina,Buncombe,Blue Ridge Pkwy--Bull Gap,35.6666756,-82.4633038,Adult Male – 1,Foraging or Eating; Song,Not Used,,,,,Tascam DR-100MKIII,Wildtronics Pro Mono,"Wildtronics 22"" parabola; windcreen",,S68311527,,,,EAPH was sally feeding around a stone outcropping.,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
221313211,Audio,Eastern Phoebe,Sayornis phoebe,Vireo olivaceus -- Red-eyed Vireo; Spinus tristis -- American Goldfinch,,Martin Wall,4/5/20,2020,4,5,815,United States,US-NC-157,North Carolina,Rockingham,Mayo River SP--Deshazo Rd. Tract,36.5404651,-79.9825926,,,Not Used,,,,,iPhone 5s,,,,S66668429,,,,,,Sayornis phoebe,easpho,Species,17007,,3,4,,,
219411891,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,3/29/20,2020,3,29,823,United States,US-NC-157,North Carolina,Rockingham,Rockingham - Old Anglin Loop,36.5292038,-79.987993,,,Not Used,,,,,iPhone 5s,,,,S66361710,,,,,,Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
210334441,Audio,Eastern Phoebe,Sayornis phoebe,Corvus brachyrhynchos -- American Crow; Pipilo erythrophthalmus -- Eastern Towhee; Cardinalis cardinalis -- Northern Cardinal; Baeolophus bicolor -- Tufted Titmouse; Melospiza melodia -- Song Sparrow; Sitta carolinensis -- White-breasted Nuthatch; Quiscalus quiscula -- Common Grackle,,Martin Wall,2/17/20,2020,2,17,636,United States,US-NC-157,North Carolina,Rockingham,Rockingham - Local Rd & Victory Hill Rd,36.4954235,-80.0250149,,Song,Not Used,,,,,iPhone 5s,,,,S64640116,,,,,,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
207732371,Audio,Eastern Phoebe,Sayornis phoebe,Spinus tristis -- American Goldfinch; Junco hyemalis -- Dark-eyed Junco,,Martin Wall,12/5/19,2019,12,5,716,United States,US-NC-157,North Carolina,Rockingham,Farris Memorial Park,36.4320214,-79.9926889,Unknown – 1,Call,Not Used,,,,,iPhone 5s,,,,S61993528,,,,,,Sayornis phoebe,easpho,Species,17007,,2.5,2,,,
195394071,Audio,Eastern Phoebe,Sayornis phoebe,Thryothorus ludovicianus -- Carolina Wren,,Martin Wall,12/15/19,2019,12,15,1009,United States,US-NC-031,North Carolina,Carteret,Carteret - Temple Farm (Permission Required),34.8252888,-76.6513538,,Call,Not Used,,,,,iPhone 5s,,,,S62335122,,,,,,Sayornis phoebe,easpho,Species,17007,,3.5,2,,,
192454701,Audio,Eastern Phoebe,Sayornis phoebe,,,sheryl mcnair,12/10/19,2019,12,10,1011,United States,US-NC-137,North Carolina,Pamlico,Bent Tree/Straight/White Farm,35.0534323,-76.6839802,,,Unspecified,FALSE,FALSE,,,,,,,S62200793,,,,starts singing about 4-5 seconds in,,Sayornis phoebe,easpho,Species,17007,,2.33,3,,,
183125491,Audio,Eastern Phoebe,Sayornis phoebe,,,Seth Buddy,10/20/19,2019,10,20,820,United States,US-NC-021,North Carolina,Buncombe,Asheville School,35.5646095,-82.6238863,Adult Male – 1,Song,Not Used,,,,,iPhone 7,,,,S60783091,,,,,"This EAPH was originally on the roof of a barn singing his heart out.  He flew down to a wire about 5 feet off the ground,  continued singing, and let me get very close.",Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
179739731,Audio,Eastern Phoebe,Sayornis phoebe,,,LynnErla Beegle,9/30/19,2019,9,30,705,United States,US-NC-183,North Carolina,Wake,Lake Lynn,35.8820127,-78.7001324,,,Unspecified,FALSE,FALSE,,,,,,,S60231070,,,,,,Sayornis phoebe,easpho,Species,17007,,4,4,,,
166287431,Audio,Eastern Phoebe,Sayornis phoebe,,,Paula Caycedo,6/22/19,2019,6,22,640,United States,US-NC-173,North Carolina,Swain,"226 Fontana Loop North, Bryson City, North Carolina, US (35.394, -83.565)",35.3938848,-83.5648602,,Call,Not Used,,,,,Marantz PMD661,Senheisser MKH20,Parabola Telinga Pro,,S57795902,,,,,,Sayornis phoebe,easpho,Species,17007,,4,3,,,
